-2.4762403,3.2983961,-1.6541115,-2.1450432,2.36561,-2.0546822,-5.6728795,0.084021254,-3.2561763,-0.029449523,-1.3161209
-1.7992095,3.7568747,-0.9657317,-0.44757392,0.62639823,0.95502179,-0.38841014,-3.7326314,-3.4293621,-3.2226006,-0.17768685
-0.89594599,1.745991,-2.2028416,1.879126,-0.43653751,-2.5387501,-3.0295945,-1.8949454,-5.5543484,-0.49287223,0.91521484
-0.77204428,3.5762815,-0.68125842,-5.4302872,-0.7253894,-2.0610949,-1.6851531,-2.683957,-2.6720719,-0.040054829,-0.15132193
-1.1428051,1.894175,0.60934483,1.8576831,-2.0748584,-2.3460854,-3.0253581,-1.8372923,-5.5242103,-2.9879157,-0.241647
0.79741345,2.4732599,-1.1968541,1.042791,-1.1041808,0.83195668,-2.613014,-1.0910123,-3.0653667,0.4025338,-0.37022002
-0.77399257,1.6935216,-2.6819643,-4.6266304,-1.370881,0.36177799,-0.92056826,1.1701852,-2.1281283,-1.8052406,-0.15621858
-0.86360909,1.9789479,0.93558432,-4.640119,0.66973636,-2.956741,-3.2744343,-1.4518214,-4.2768339,-1.9725235,-0.8196858
-0.31935215,5.4378171,-1.8586095,-0.27189795,-3.66912,0.84230952,-3.4790922,-1.523038,-5.9945817,0.39172805,-0.91744163
-0.67961091,3.0151867,-0.93719732,0.27228908,-0.44287812,0.32139971,-3.7919049,-1.7685133,-2.3507622,0.14189947,-2.1873221
-0.68773894,1.8825685,-3.0675777,-1.8770782,-2.5324218,-4.9935329,-6.2444744,-0.40245143,-8.1713569,-3.1254875,-2.2166143
0.30257566,3.0561079,-0.79678533,-1.9437925,-1.1283432,0.46939577,-3.229561,-0.22869911,-3.2539073,-1.2370985,-2.937726
-1.5990528,2.3733599,0.066537784,-1.0080463,-0.060056741,-0.25431493,-1.4107535,0.4686394,-0.41317629,-0.30215301,-0.42175785
-1.4782749,4.0812894,-2.9678816,-2.2493656,0.53586001,-0.92386053,-5.3237497,-0.094691972,-6.0815189,-5.8217143,0.94257166
-0.22249081,3.099754,-2.8061956,-1.8933223,-0.12551448,-0.1259964,-1.5519834,-0.19979908,-4.3129941,-1.5393225,-1.4025835
-0.53857528,1.904584,-0.44401196,-0.94792582,-0.90391571,-1.9459779,-2.8741749,-0.42000893,-2.6487169,-0.24781616,0.83803874
-0.76336288,1.7794856,-0.53195255,-0.27439845,-0.90973017,0.59301594,-3.0913744,-1.4388928,-3.7005586,0.18121876,-0.57403742
-0.41911126,4.7067509,0.60137179,-5.0505131,-4.1535549,-3.7046895,-1.0916975,-0.12287795,-3.144667,-2.682599,0.0044518749
0.43498231,2.2798216,-0.2898267,-4.5137984,0.9337663,-0.92555825,-0.66712053,-2.8080499,-3.823795,-1.6231427,-1.2590508
-0.08843042,2.795425,-2.9073872,-2.0106705,0.37197917,0.54989335,-2.0292418,-3.1217293,-5.4203118,-1.4340539,-0.64183472
-0.69503111,1.4421538,-3.8530164,0.074505382,2.3942509,-2.2273701,-3.2844132,-1.9404772,-2.0410201,-0.019243507,-2.0466973
